station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,presentwx,metar
LGA,2013-05-31T00:51:00Z,87.98,59,37.69,240.00,7,0,30.05,1017.70,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 310051Z 24007KT 10SM FEW250 31/15 A3005 RMK AO2 SLP177 T03110150
LGA,2013-05-31T01:51:00Z,87.08,59,38.78,220.00,5,0,30.07,1018.10,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 310151Z 22005KT 10SM FEW250 31/15 A3007 RMK AO2 SLP181 T03060150
LGA,2013-05-31T02:51:00Z,86,59,40.14,210.00,5,0,30.07,1018.40,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 310251Z 21005KT 10SM FEW250 30/15 A3007 RMK AO2 SLP184 T03000150 53009
LGA,2013-05-31T03:51:00Z,84.92,62.06,46.32,250.00,8,0,30.08,1018.60,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 310351Z 25008KT 10SM FEW250 29/17 A3008 RMK AO2 SLP186 T02940167
LGA,2013-05-31T04:51:00Z,82.94,62.96,50.97,230.00,8,0,30.09,1018.80,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 310451Z 23008KT 10SM CLR 28/17 A3009 RMK AO2 SLP188 T02830172 403390233
LGA,2013-05-31T05:51:00Z,82.04,62.96,52.47,240.00,8,0,30.09,1018.80,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 310551Z 24008KT 10SM CLR 28/17 A3009 RMK AO2 SLP188 T02780172 10311 20278 51004
LGA,2013-05-31T06:51:00Z,80.06,62.96,55.97,230.00,6,0,30.09,1018.70,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 310651Z 23006KT 10SM CLR 27/17 A3009 RMK AO2 SLP187 T02670172
LGA,2013-05-31T07:51:00Z,78.98,62.96,57.99,220.00,5,0,30.08,1018.70,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 310751Z 22005KT 10SM CLR 26/17 A3008 RMK AO2 SLP187 T02610172
LGA,2013-05-31T08:51:00Z,77,62.96,61.91,0.00,0,0,30.08,1018.70,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 310851Z 00000KT 10SM CLR 25/17 A3008 RMK AO2 SLP187 T02500172 56001
LGA,2013-05-31T09:51:00Z,77,64.04,64.3,0.00,0,0,30.1,1019.10,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 310951Z 00000KT 10SM FEW250 25/18 A3010 RMK AO2 SLP191 T02500178
LGA,2013-05-31T10:51:00Z,78.08,64.04,62.05,220.00,6,0,30.11,1019.60,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 311051Z 22006KT 10SM CLR 26/18 A3011 RMK AO2 SLP196 T02560178
LGA,2013-05-31T11:51:00Z,80.96,64.04,56.45,0.00,0,0,30.12,1019.80,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 311151Z 00000KT 10SM CLR 27/18 A3012 RMK AO2 SLP198 T02720178 10278 20244 51011
LGA,2013-05-31T12:51:00Z,82.04,64.04,54.5,320.00,3,0,30.12,1019.80,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 311251Z 32003KT 10SM CLR 28/18 A3012 RMK AO2 SLP198 T02780178
LGA,2013-05-31T13:51:00Z,86,64.94,49.51,0.00,0,0,30.1,1019.30,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 311351Z 00000KT 10SM CLR 30/18 A3010 RMK AO2 SLP193 T03000183
LGA,2013-05-31T14:51:00Z,89.06,64.04,43.53,M,3,0,30.09,1019.10,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 311451Z VRB03KT 10SM FEW250 32/18 A3009 RMK AO2 SLP191 T03170178 58007
LGA,2013-05-31T15:51:00Z,89.96,62.06,39.47,50.00,4,0,30.08,1018.60,10,M,FEW,SCT,M,M,7000.00,25000.00,M,M,M,KLGA 311551Z 05004KT 10SM FEW070 SCT250 32/17 A3008 RMK AO2 SLP186 T03220167
LGA,2013-05-31T16:51:00Z,91.04,62.96,39.38,180.00,11,0,30.07,1018.20,10,16.00,FEW,BKN,M,M,7000.00,25000.00,M,M,M,KLGA 311651Z 18011G16KT 10SM FEW070TCU BKN250 33/17 A3007 RMK AO2 SLP182 TCU N-NE T03280172
LGA,2013-05-31T17:51:00Z,91.94,60.98,35.7,180.00,12,0,30.05,1017.70,10,18.00,FEW,BKN,M,M,7000.00,25000.00,M,M,M,KLGA 311751Z 18012G18KT 10SM FEW070TCU BKN250 33/16 A3005 RMK AO2 SLP177 TCU NE T03330161 10339 20272 58014
LGA,2013-05-31T18:51:00Z,87.08,64.04,46.35,150.00,12,0,30.05,1017.40,10,M,FEW,BKN,M,M,7000.00,25000.00,M,M,M,KLGA 311851Z 15012KT 10SM FEW070TCU BKN250 31/18 A3005 RMK AO2 SLP174 TCU NE T03060178
LGA,2013-05-31T19:51:00Z,87.98,62.96,43.37,170.00,11,0,30.03,1017.00,10,M,BKN,M,M,M,25000.00,M,M,M,M,KLGA 311951Z 17011KT 10SM BKN250 31/17 A3003 RMK AO2 SLP170 T03110172
LGA,2013-05-31T20:51:00Z,87.98,60.98,40.44,150.00,10,0,30.01,1016.30,10,16.00,FEW,BKN,M,M,6000.00,22000.00,M,M,M,KLGA 312051Z 15010G16KT 10SM FEW060 BKN220 31/16 A3001 RMK AO2 SLP163 T03110161 58013
LGA,2013-05-31T21:51:00Z,87.08,60.98,41.61,150.00,9,0,29.99,1015.70,10,M,FEW,BKN,M,M,6000.00,23000.00,M,M,M,KLGA 312151Z 15009KT 10SM FEW060 BKN230 31/16 A2999 RMK AO2 SLP157 T03060161
LGA,2013-05-31T22:51:00Z,84.92,62.06,46.32,170.00,8,0,29.99,1015.50,10,M,FEW,SCT,M,M,6000.00,25000.00,M,M,M,KLGA 312251Z 17008KT 10SM FEW060 SCT250 29/17 A2999 RMK AO2 SLP155 T02940167
LGA,2013-05-31T23:51:00Z,84.92,57.92,39.97,180.00,8,0,29.98,1015.20,10,M,SCT,M,M,M,25000.00,M,M,M,M,KLGA 312351Z 18008KT 10SM SCT250 29/14 A2998 RMK AO2 SLP152 T02940144 10333 20289 56012
LGA,2013-06-01T00:51:00Z,84.02,59,42.77,180.00,7,0,29.98,1015.30,10,M,SCT,M,M,M,25000.00,M,M,M,M,KLGA 010051Z 18007KT 10SM SCT250 29/15 A2998 RMK AO2 SLP153 T02890150
LGA,2013-06-01T01:51:00Z,82.94,60.98,47.52,200.00,7,0,30.01,1016.10,10,M,SCT,M,M,M,25000.00,M,M,M,M,KLGA 010151Z 20007KT 10SM SCT250 28/16 A3001 RMK AO2 SLP161 T02830161
LGA,2013-06-01T02:51:00Z,84.02,60.08,44.45,230.00,7,0,30.02,1016.50,10,M,SCT,M,M,M,25000.00,M,M,M,M,KLGA 010251Z 23007KT 10SM SCT250 29/16 A3002 RMK AO2 SLP165 T02890156 53013
LGA,2013-06-01T03:51:00Z,82.94,60.08,46.03,220.00,8,0,30.01,1016.30,10,M,SCT,M,M,M,25000.00,M,M,M,M,KLGA 010351Z 22008KT 10SM SCT250 28/16 A3001 RMK AO2 SLP163 T02830156
LGA,2013-06-01T04:51:00Z,80.96,62.06,52.66,220.00,8,0,30.01,1016.20,10,M,SCT,M,M,M,25000.00,M,M,M,M,KLGA 010451Z 22008KT 10SM SCT250 27/17 A3001 RMK AO2 SLP162 T02720167 403390244
LGA,2013-06-01T05:51:00Z,78.98,64.04,60.23,220.00,9,0,30,1015.90,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 010551Z 22009KT 10SM FEW250 26/18 A3000 RMK AO2 SLP159 T02610178 10294 20261 58005
LGA,2013-06-01T06:51:00Z,78.08,64.04,62.05,230.00,9,0,30,1015.70,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 010651Z 23009KT 10SM CLR 26/18 A3000 RMK AO2 SLP157 T02560178
LGA,2013-06-01T07:51:00Z,77,64.94,66.36,220.00,7,0,29.99,1015.60,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 010751Z 22007KT 10SM CLR 25/18 A2999 RMK AO2 SLP156 T02500183
LGA,2013-06-01T08:51:00Z,75.92,64.94,68.78,220.00,7,0,30,1015.90,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 010851Z 22007KT 10SM CLR 24/18 A3000 RMK AO2 SLP159 T02440183 55000
LGA,2013-06-01T09:51:00Z,75.92,64.04,66.65,220.00,9,0,30,1015.80,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 010951Z 22009KT 10SM FEW250 24/18 A3000 RMK AO2 SLP158 T02440178
LGA,2013-06-01T10:51:00Z,75.92,64.04,66.65,220.00,8,0,30.01,1016.20,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 011051Z 22008KT 10SM FEW250 24/18 A3001 RMK AO2 SLP162 T02440178
LGA,2013-06-01T11:51:00Z,78.08,64.04,62.05,220.00,10,0,30.01,1016.20,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 011151Z 22010KT 10SM FEW250 26/18 A3001 RMK AO2 SLP162 T02560178 10261 20239 53003
LGA,2013-06-01T12:51:00Z,78.98,64.04,60.23,230.00,10,0,30.01,1016.40,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 011251Z 23010KT 10SM FEW250 26/18 A3001 RMK AO2 SLP164 T02610178
LGA,2013-06-01T13:51:00Z,80.96,64.04,56.45,230.00,8,0,29.99,1015.60,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 011351Z 23008KT 10SM FEW250 27/18 A2999 RMK AO2 SLP156 T02720178
LGA,2013-06-01T14:51:00Z,84.02,64.04,51.12,220.00,9,0,29.99,1015.50,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 011451Z 22009KT 10SM FEW250 29/18 A2999 RMK AO2 SLP155 T02890178 58007
LGA,2013-06-01T15:51:00Z,86,64.04,47.97,240.00,10,0,29.98,1015.30,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 011551Z 24010KT 10SM FEW250 30/18 A2998 RMK AO2 SLP153 T03000178
LGA,2013-06-01T16:51:00Z,87.98,64.94,46.48,170.00,12,0,29.97,1014.80,10,16.00,FEW,SCT,M,M,5000.00,25000.00,M,M,M,KLGA 011651Z 17012G16KT 10SM FEW050 SCT250 31/18 A2997 RMK AO2 SLP148 T03110183
LGA,2013-06-01T17:51:00Z,87.98,64.94,46.48,160.00,12,0,29.95,1014.20,10,M,FEW,SCT,M,M,5000.00,25000.00,M,M,M,KLGA 011751Z 16012KT 10SM FEW050 SCT250 31/18 A2995 RMK AO2 SLP142 T03110183 10317 20256 58012
LGA,2013-06-01T18:51:00Z,87.98,64.04,45.04,150.00,10,0,29.93,1013.60,10,M,FEW,SCT,M,M,5000.00,25000.00,M,M,M,KLGA 011851Z 15010KT 10SM FEW050 SCT250 31/18 A2993 RMK AO2 SLP136 T03110178
LGA,2013-06-01T19:51:00Z,89.06,62.96,41.91,170.00,12,0,29.92,1013.10,10,M,FEW,SCT,SCT,M,5500.00,20000.00,25000.00,M,M,KLGA 011951Z 17012KT 10SM FEW055 SCT200 SCT250 32/17 A2992 RMK AO2 SLP131 T03170172
LGA,2013-06-01T20:51:00Z,87.98,62.96,43.37,160.00,11,0,29.91,1012.90,10,M,FEW,SCT,SCT,M,5500.00,20000.00,25000.00,M,M,KLGA 012051Z 16011KT 10SM FEW055 SCT200 SCT250 31/17 A2991 RMK AO2 SLP129 T03110172 56014
LGA,2013-06-01T21:51:00Z,87.98,62.96,43.37,170.00,12,0,29.9,1012.40,10,M,FEW,SCT,SCT,M,5500.00,20000.00,25000.00,M,M,KLGA 012151Z 17012KT 10SM FEW055 SCT200 SCT250 31/17 A2990 RMK AO2 SLP124 T03110172
LGA,2013-06-01T22:51:00Z,82.94,64.04,52.93,180.00,10,0,29.89,1012.20,10,M,SCT,BKN,M,M,20000.00,25000.00,M,M,M,KLGA 012251Z 18010KT 10SM SCT200 BKN250 28/18 A2989 RMK AO2 SLP122 T02830178
LGA,2013-06-01T23:51:00Z,82.04,64.04,54.5,190.00,9,0,29.9,1012.60,10,M,FEW,BKN,M,M,20000.00,25000.00,M,M,M,KLGA 012351Z 19009KT 10SM FEW200 BKN250 28/18 A2990 RMK AO2 SLP126 T02780178 10317 20272 55003
LGA,2013-06-02T00:51:00Z,80.06,64.04,58.14,180.00,9,0,29.91,1012.80,10,M,FEW,SCT,M,M,6000.00,25000.00,M,M,M,KLGA 020051Z 18009KT 10SM FEW060 SCT250 27/18 A2991 RMK AO2 SLP128 T02670178
LGA,2013-06-02T01:51:00Z,78.08,64.04,62.05,190.00,9,0,29.91,1012.90,10,M,FEW,SCT,M,M,6000.00,25000.00,M,M,M,KLGA 020151Z 19009KT 10SM FEW060 SCT250 26/18 A2991 RMK AO2 SLP129 T02560178
LGA,2013-06-02T02:51:00Z,75.02,64.04,68.69,180.00,9,0,29.92,1013.10,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 020251Z 18009KT 10SM FEW250 24/18 A2992 RMK AO2 SLP131 T02390178 53005
LGA,2013-06-02T03:51:00Z,75.02,64.04,68.69,190.00,11,0,29.92,1013.00,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 020351Z 19011KT 10SM FEW250 24/18 A2992 RMK AO2 SLP130 T02390178
LGA,2013-06-02T04:51:00Z,75.92,64.94,68.78,170.00,8,0,29.9,1012.50,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 020451Z 17008KT 10SM FEW250 24/18 A2990 RMK AO2 SLP125 T02440183 403170239
LGA,2013-06-02T05:51:00Z,73.94,64.04,71.22,170.00,7,0,29.89,1012.20,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 020551Z 17007KT 10SM FEW250 23/18 A2989 RMK AO2 SLP122 T02330178 10278 20233 58009
LGA,2013-06-02T06:51:00Z,75.02,64.04,68.69,190.00,8,0,29.87,1011.50,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 020651Z 19008KT 10SM CLR 24/18 A2987 RMK AO2 SLP115 T02390178
LGA,2013-06-02T07:51:00Z,73.04,62.96,70.68,190.00,10,0,29.87,1011.50,10,M,CLR,M,M,M,M,M,M,M,M,KLGA 020751Z 19010KT 10SM CLR 23/17 A2987 RMK AO2 SLP115 T02280172
LGA,2013-06-02T08:51:00Z,71.96,62.96,73.3,180.00,8,0,29.87,1011.50,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 020851Z 18008KT 10SM FEW250 22/17 A2987 RMK AO2 SLP115 T02220172 56007
LGA,2013-06-02T09:51:00Z,69.98,62.06,75.96,170.00,7,0,29.86,1011.30,10,M,FEW,M,M,M,25000.00,M,M,M,M,KLGA 020951Z 17007KT 10SM FEW250 21/17 A2986 RMK AO2 SLP113 T02110167
LGA,2013-06-02T10:51:00Z,73.94,64.04,71.22,180.00,8,0,29.86,1011.20,10,M,FEW,SCT,SCT,M,2300.00,8000.00,25000.00,M,M,KLGA 021051Z 18008KT 10SM FEW023 SCT080 SCT250 23/18 A2986 RMK AO2 SLP112 T02330178
LGA,2013-06-02T11:51:00Z,75.92,64.04,66.65,190.00,9,0,29.86,1011.30,10,M,FEW,SCT,SCT,M,2600.00,8000.00,25000.00,M,M,KLGA 021151Z 19009KT 10SM FEW026 SCT080 SCT250 24/18 A2986 RMK AO2 SLP113 T02440178 10244 20211 55002
LGA,2013-06-02T12:51:00Z,80.06,64.04,58.14,200.00,12,0,29.85,1010.80,10,M,FEW,SCT,M,M,3300.00,8000.00,M,M,M,KLGA 021251Z 20012KT 10SM FEW033 SCT080 27/18 A2985 RMK AO2 SLP108 T02670178
LGA,2013-06-02T13:51:00Z,82.04,64.04,54.5,200.00,13,0,29.83,1010.20,10,18.00,FEW,SCT,M,M,4000.00,8000.00,M,M,M,KLGA 021351Z 20013G18KT 10SM FEW040 SCT080 28/18 A2983 RMK AO2 SLP102 T02780178
LGA,2013-06-02T14:51:00Z,84.92,64.94,51.25,200.00,13,0,29.83,1010.10,10,16.00,FEW,SCT,M,M,4200.00,8000.00,M,M,M,KLGA 021451Z 20013G16KT 10SM FEW042 SCT080 29/18 A2983 RMK AO2 SLP101 T02940183 56012
LGA,2013-06-02T15:51:00Z,86,64.04,47.97,180.00,12,0,29.83,1010.10,10,20.00,FEW,SCT,SCT,M,4000.00,5000.00,15000.00,M,M,KLGA 021551Z 18012G20KT 10SM FEW040 SCT050 SCT150 30/18 A2983 RMK AO2 SLP101 T03000178
LGA,2013-06-02T16:51:00Z,87.08,64.04,46.35,210.00,7,0,29.82,1009.80,10,17.00,FEW,SCT,SCT,SCT,4400.00,5500.00,19000.00,25000.00,M,KLGA 021651Z 21007G17KT 10SM FEW044 SCT055 SCT190 SCT250 31/18 A2982 RMK AO2 SLP098 T03060178
LGA,2013-06-02T17:51:00Z,87.08,64.04,46.35,170.00,12,0,29.81,1009.40,10,17.00,FEW,SCT,SCT,M,4800.00,20000.00,25000.00,M,M,KLGA 021751Z 17012G17KT 10SM FEW048 SCT200 SCT250 31/18 A2981 RMK AO2 SLP094 T03060178 10311 20244 58007
LGA,2013-06-02T18:51:00Z,86,64.04,47.97,170.00,14,0,29.79,1008.80,10,M,SCT,SCT,M,M,4800.00,25000.00,M,M,M,KLGA 021851Z 17014KT 10SM SCT048 SCT250 30/18 A2979 RMK AO2 SLP088 T03000178
LGA,2013-06-02T19:51:00Z,84.02,62.96,49.22,160.00,11,0,29.78,1008.50,10,M,SCT,BKN,BKN,M,9500.00,15000.00,25000.00,M,M,KLGA 021951Z 16011KT 10SM SCT095 BKN150 BKN250 29/17 A2978 RMK AO2 SLP085 T02890172
LGA,2013-06-02T20:51:00Z,84.02,62.96,49.22,170.00,11,0,29.77,1008.10,10,M,SCT,BKN,BKN,M,9500.00,15000.00,25000.00,M,M,KLGA 022051Z 17011KT 10SM SCT095 BKN150 BKN250 29/17 A2977 RMK AO2 SLP081 T02890172 56013
LGA,2013-06-02T21:51:00Z,82.04,62.96,52.47,180.00,10,0,29.77,1008.10,10,M,FEW,SCT,BKN,M,5500.00,15000.00,25000.00,M,M,KLGA 022151Z 18010KT 10SM FEW055 SCT150 BKN250 28/17 A2977 RMK AO2 SLP081 T02780172
LGA,2013-06-02T22:51:00Z,86,60.08,41.71,230.00,16,0,29.78,1008.30,10,21.00,FEW,SCT,OVC,M,5500.00,15000.00,25000.00,M,M,KLGA 022251Z 23016G21KT 10SM FEW055 SCT150 OVC250 30/16 A2978 RMK AO2 SLP083 T03000156
LGA,2013-06-02T23:51:00Z,84.02,64.04,51.12,200.00,9,0,29.79,1008.70,10,16.00,SCT,SCT,OVC,M,7500.00,15000.00,25000.00,M,M,KLGA 022351Z 20009G16KT 10SM SCT075 SCT150 OVC250 29/18 A2979 RMK AO2 SLP087 T02890178 10317 20272 53006
LGA,2013-06-03T00:51:00Z,78.98,64.94,62.16,160.00,8,0,29.81,1009.30,10,M,SCT,OVC,M,M,12000.00,25000.00,M,M,M,KLGA 030051Z 16008KT 10SM SCT120 OVC250 26/18 A2981 RMK AO2 SLP093 T02610183
LGA,2013-06-03T01:51:00Z,78.08,62.96,59.74,200.00,8,0,29.81,1009.50,10,M,SCT,SCT,BKN,BKN,7500.00,8500.00,10000.00,25000.00,M,KLGA 030151Z 20008KT 10SM SCT075 SCT085 BKN100 BKN250 26/17 A2981 RMK AO2 SLP095 T02560172
LGA,2013-06-03T02:47:00Z,78.8,64.4,61.36,190.00,10,0,29.82,M,8,M,SCT,BKN,BKN,M,4000.00,7500.00,12000.00,M,-TSRA,KLGA 030247Z 19010KT 8SM -TSRA SCT040CB BKN075 BKN120 26/18 A2982 RMK AO2 TSB47RAB39 OCNL LTGICCC SW-W TS SW-W MOV NE P0000
LGA,2013-06-03T02:51:00Z,78.08,66.02,66.48,190.00,11,0,29.82,1009.80,8,M,SCT,BKN,BKN,M,4000.00,7500.00,12000.00,M,-TSRA,KLGA 030251Z 19011KT 8SM -TSRA SCT040CB BKN075 BKN120 26/19 A2982 RMK AO2 TSB47RAB39 SLP098 OCNL LTGICCC SW-W-OHD TS SW-W-OHD MOV NE P0000 60000 T02560189 51010
LGA,2013-06-03T03:51:00Z,73.04,66.02,78.65,240.00,13,0.04,29.83,1010.00,5,23.00,SCT,BKN,OVC,M,2800.00,6500.00,11000.00,M,+TSRA,KLGA 030351Z 24013G23KT 5SM +TSRA SCT028CB BKN065 OVC110 23/19 A2983 RMK AO2 SLP100 CONS LTGICCCCG OHD TS OHD MOV NE P0004 T02280189
LGA,2013-06-03T04:44:00Z,73.4,66.2,78.19,210.00,9,0,29.81,M,10,M,FEW,SCT,BKN,OVC,2500.00,6500.00,11000.00,25000.00,-RA,KLGA 030444Z 21009KT 10SM -RA FEW025 SCT065 BKN110 OVC250 23/19 A2981
LGA,2013-06-03T04:51:00Z,73.04,66.02,78.65,210.00,8,0.07,29.81,1009.40,10,M,FEW,SCT,BKN,OVC,2500.00,6500.00,11000.00,25000.00,-RA,KLGA 030451Z 21008KT 10SM -RA FEW025 SCT065 BKN110 OVC250 23/19 A2981 RMK AO2 TSE43 SLP094 OCNL LTGICCCCG DSNT NE CB DSNT NE MOV NE P0007 T02280189 403170211
LGA,2013-06-03T05:51:00Z,73.94,66.02,76.31,220.00,9,0,29.82,1009.80,10,M,FEW,SCT,BKN,M,2500.00,12000.00,20000.00,M,-RA,KLGA 030551Z 22009KT 10SM -RA FEW025 SCT120 BKN200 23/19 A2982 RMK AO2 RAE0452B49 SLP098 P0000 60011 T02330189 10289 20222 53001
LGA,2013-06-03T06:51:00Z,71.96,66.02,81.57,220.00,11,0,29.83,1010.00,10,18.00,BKN,M,M,M,11000.00,M,M,M,-RA,KLGA 030651Z 22011G18KT 10SM -RA BKN110 22/19 A2983 RMK AO2 SLP100 P0000 T02220189
LGA,2013-06-03T07:51:00Z,71.96,66.92,84.16,230.00,8,0.02,29.82,1009.60,10,M,BKN,BKN,M,M,9000.00,11000.00,M,M,-RA,KLGA 030751Z 23008KT 10SM -RA BKN090 BKN110 22/19 A2982 RMK AO2 SLP096 P0002 T02220194
LGA,2013-06-03T08:51:00Z,71.96,66.92,84.16,240.00,5,0.01,29.8,1009.00,10,M,FEW,BKN,M,M,3500.00,12000.00,M,M,-RA,KLGA 030851Z 24005KT 10SM -RA FEW035 BKN120 22/19 A2980 RMK AO2 SLP090 P0001 60003 T02220194 58008
LGA,2013-06-03T09:51:00Z,71.96,66.92,84.16,200.00,7,0,29.81,1009.60,10,M,FEW,BKN,M,M,2500.00,12000.00,M,M,-RA,KLGA 030951Z 20007KT 10SM -RA FEW025 BKN120 22/19 A2981 RMK AO2 RAE00B28 SLP096 P0000 T02220194
LGA,2013-06-03T10:14:00Z,71.6,66.2,83.09,200.00,9,0,29.83,M,10,M,SCT,BKN,OVC,M,800.00,1000.00,5000.00,M,M,KLGA 031014Z 20009KT 10SM SCT008 BKN010 OVC050 22/19 A2983
LGA,2013-06-03T10:51:00Z,69.98,66.02,87.26,200.00,8,0,29.83,1010.10,10,M,FEW,BKN,BKN,OVC,800.00,1800.00,4700.00,14000.00,-RA,KLGA 031051Z 20008KT 10SM -RA FEW008 BKN018 BKN047 OVC140 21/19 A2983 RMK AO2 SLP101 P0000 T02110189
LGA,2013-06-03T11:51:00Z,71.06,66.02,84.1,210.00,9,0,29.83,1010.00,9,M,BKN,BKN,OVC,M,1300.00,2000.00,5000.00,M,-RA,KLGA 031151Z 21009KT 9SM -RA BKN013 BKN020 OVC050 22/19 A2983 RMK AO2 RAE1053B30 SLP100 P0000 60003 70014 T02170189 10233 20211 50010
LGA,2013-06-03T11:55:00Z,71.6,66.2,83.09,200.00,9,0,29.83,M,2.5,M,BKN,BKN,OVC,M,1200.00,2200.00,5000.00,M,-RA,KLGA 031155Z 20009KT 2 1/2SM -RA BKN012 BKN022 OVC050 22/19 A2983 RMK AO2 SFC VIS 4 P0000
LGA,2013-06-03T12:03:00Z,69.8,66.2,88.34,200.00,7,0.03,29.83,M,1.25,M,FEW,BKN,OVC,M,700.00,1200.00,5000.00,M,+RA BR,KLGA 031203Z 20007KT 1 1/4SM R04/4500VP6000FT +RA BR FEW007 BKN012 OVC050 21/19 A2983 RMK AO2 SFC VIS 2 P0003
LGA,2013-06-03T12:15:00Z,69.8,66.2,88.34,210.00,8,0.05,29.83,M,7,M,BKN,BKN,OVC,M,1200.00,2700.00,3800.00,M,-RA,KLGA 031215Z 21008KT 7SM -RA BKN012 BKN027 OVC038 21/19 A2983 RMK AO2 P0005
LGA,2013-06-03T12:51:00Z,71.06,66.92,86.77,200.00,10,0.06,29.84,1010.50,8,M,BKN,BKN,OVC,M,1200.00,2700.00,3800.00,M,-RA,KLGA 031251Z 20010KT 8SM -RA BKN012 BKN027 OVC038 22/19 A2984 RMK AO2 SLP105 P0006 T02170194
LGA,2013-06-03T13:06:00Z,71.6,66.2,83.09,220.00,9,0.05,29.84,M,2,M,BKN,BKN,OVC,M,1200.00,2100.00,2700.00,M,+RA BR,KLGA 031306Z 22009KT 2SM R04/6000VP6000FT +RA BR BKN012 BKN021 OVC027 22/19 A2984 RMK AO2 P0005
LGA,2013-06-03T13:07:00Z,71.6,66.2,83.09,220.00,10,0.06,29.84,M,1.5,M,BKN,BKN,OVC,M,1200.00,2100.00,2900.00,M,+RA BR,KLGA 031307Z 22010KT 1 1/2SM R04/6000VP6000FT +RA BR BKN012 BKN021 OVC029 22/19 A2984 RMK AO2 SFC VIS 2 1/2 P0006
LGA,2013-06-03T13:37:00Z,69.8,66.2,88.34,240.00,6,0.18,29.83,M,4,M,FEW,SCT,OVC,M,1200.00,2500.00,4800.00,M,RA BR,KLGA 031337Z 24006KT 4SM RA BR FEW012 SCT025 OVC048 21/19 A2983 RMK AO2 P0018
LGA,2013-06-03T13:48:00Z,69.8,66.2,88.34,220.00,8,0.2,29.84,M,4,M,SCT,BKN,OVC,M,1300.00,2400.00,9500.00,M,RA BR,KLGA 031348Z 22008KT 4SM RA BR SCT013 BKN024 OVC095 21/19 A2984 RMK AO2 P0020
LGA,2013-06-03T13:51:00Z,69.98,66.92,90.02,240.00,8,0.21,29.84,1010.50,4,M,SCT,BKN,OVC,M,1300.00,2400.00,9500.00,M,RA BR,KLGA 031351Z 24008KT 4SM RA BR SCT013 BKN024 OVC095 21/19 A2984 RMK AO2 SLP105 P0021 T02110194
LGA,2013-06-03T14:07:00Z,69.8,66.2,88.34,220.00,4,0,29.84,M,7,M,FEW,BKN,BKN,OVC,900.00,1600.00,7500.00,14000.00,-RA,KLGA 031407Z 22004KT 7SM -RA FEW009 BKN016 BKN075 OVC140 21/19 A2984
LGA,2013-06-03T14:29:00Z,71.6,66.2,83.09,0.00,0,0.02,29.83,M,10,M,FEW,BKN,BKN,BKN,1200.00,3300.00,7500.00,14000.00,M,KLGA 031429Z 00000KT 10SM FEW012 BKN033 BKN075 BKN140 22/19 A2983 RMK AO2 RAE24 P0002
LGA,2013-06-03T14:48:00Z,71.6,66.2,83.09,360.00,6,0.02,29.84,M,10,M,FEW,BKN,OVC,M,800.00,1000.00,7000.00,M,M,KLGA 031448Z 36006KT 10SM FEW008 BKN010 OVC070 22/19 A2984 RMK AO2 RAE24 P0002
LGA,2013-06-03T14:51:00Z,71.06,66.02,84.1,360.00,5,0.02,29.84,1010.50,10,M,FEW,BKN,OVC,M,800.00,1000.00,7000.00,M,M,KLGA 031451Z 36005KT 10SM FEW008 BKN010 OVC070 22/19 A2984 RMK AO2 RAE24 SLP105 P0002 60029 T02170189 55000
